91.1109390258789,715.9229736328125
140.04983520507812,590.2085571289062
225.55812072753906,315.8646240234375
225.55812072753906,315.8646240234375
240.39576721191406,352.2023010253906
250.4805908203125,367.2217712402344
250.99998474121094,615.5194702148438
301.5601501464844,895.7964477539062
301.5601501464844,895.7964477539062
301.5601501464844,895.7964477539062
340.59442138671875,707.5761108398438
341.6459655761719,675.2005615234375
352.8932189941406,577.3739624023438
415.0785217285156,597.07666015625
483.8948974609375,339.7615661621094
524.687255859375,725.5966186523438
524.687255859375,725.5966186523438
549.4588012695312,629.72607421875
568.7432250976562,797.8955078125
622.9990234375,380.09954833984375
641.7033081054688,594.6525268554688
641.7033081054688,594.6525268554688
650.343017578125,579.09521484375
784.334716796875,858.1140747070312
